Comment,Sentiment Score
Thanks for the great videos. Just picked up the SL2 for all the reasons you mentioned in your reviews. I went for the camera body and two lenses recommended in your other video: the 24mm and the 50mm. I'm mainly interested in video but also wanted a more 'stylized' look than what the kit lens offers.,0.6956
Rebel ok camera? ?,0.2406
Sub to sub say ok to sub your channel,0.296
4K should be a standard at this point. I get that most YouTube creators are still in 1080p but that won’t be the standard for long. I like my G7 as a little more future proof.,0.5023
Thanks man... we were already seriously considering this for it's weight and ability to use the equipment we already own.,0.5423
I dare anyone here to find a thumbnail where Sean is not pointing at ANYTHING good luck,0.7096
"Hi Sean. Love watching your videos, they are brilliantly done. I am just starting out with the whole youtube thing and looking at possibly what camera would be great to start with, with the option to plug in a lapel mic. What do you recommend thats cheap but also good quality for this new starter. Thanks again.",0.9442
I just purchased the Sony a6000 and was about to purchase the Canon t7i but I think I need to get this one instead! Thank you sooooo much for this review Sean!,0.5905
Do a review on the mic,0.0
"Aaaah last christmas I bought the SL1 as my first ever camera, didn't have a big budget so I wasn't too bothered about the fact that it didn't have 1080p60 or a flip out screen. (I was waaaaay too excited) But now, about 7 months and 3 videos further, I do miss those things in my camera. Should I sell my SL1 and buy the SL2? Or just wait until I have the money to buy a even better, more fancy camera? (I do have a 50mm f1.4 usm lens that I love so I'd rather not switch brands)
You can check out my channel if you want to see the video quality of the camera!",0.865
Hey Sean I'm looking for the best camera for recording video inside and the price is under 400.,0.6369
Great videos! I have taken a few tidbits from you and incorporated them into my own videos.  Keep up the good work!,0.8217
"Awesome video man!
I'll be using my camera 90% for Video.
I'm thinking between the 77D and the SL2. 
Off course the 77D is more pro but does the $300 price tag difference really makes a difference.

Would really appreciate your thoughts.
Thanks Man.!

Cheers and Keep Inspiring!",0.9644
I think I am going to wait till I reach my goal of 1000 subs and hopefully by then the camera will be even cheaper but it does float a great price considering my camera of choice was going to be the G7x. I just never know if actually upgrading to a camera is the best thing since I would have built my channel off of my current set up. Always such a hard decision.,0.9294
"I checked the price of the 200D in the UK on amazon, it is currently priced more than the 750d 700d though the 1300d is priced lower. How comfortable is the 200D to hold and walk with compared to say the Sony a5000? Does the battery last longer and any issues with overheating? Any filming time limitations that some dslr's have? I like the idea of the 200D being smaller than the bigger cameras.",0.7041
"For shooting in well-lit room for youtube beauty videos which is the better option - the Canon SL2 or the Canon M6 considering video quality primarily?
Eagerly waiting for your advice Sean.",0.8519
"Interesting battle for me would between this camera and the Panasonic G85.

Battles won by Canon SL2 - Dual Pixel Auto focus, lens selection, little bit more affordable, full size sensor
Battles won by Panasonic G85 - IBIS, 4k (more future proof?)

Interesting because they're both probably close in size, and price really. Auto focus is hard to give up...so if you went with this Canon you could make up some of the image stabilization you sacrifice from the G85 depending on what lens you bought or gimble. And since the Canon's probably about $150-200 cheaper than the G85, if you bought the body only maybe for the same price that stabilized lens could get you a pretty good package. I for a long time had decided that the G85 probably was going to be what I replace my Canon Vixia HF600 with, but now this has got me thinking this might be the better vessel.",0.8658
"Sean, I feel like this video was created just for me!!!! I can't believe it!!  I am travelling to New York (from Scotland) in December for my best friends Bachelorette. And, as my gift to her I am going to vlog the whole trip. I have NEVER done anything like this before and I was literally about to purchase a G7x mark ii next week. But, the price was going to kill me. This is definitely a better option for me I think - specifically, the walk-through feature it has for beginners - and I cannot thank you enough. Honestly, it's as if you knew!! Do you have any advice or could you do a video on what you would need to start up: for example what memory cards I would need and how much memory to capture 5 days of footage. Once again THANK YOU!!! You're a life saver!!! 🤗🤗🙌🏼🙌🏼🙌🏼❤️❤️❤️❤️❤️❤️",0.9698
Great video as always Sean. Thinking of buying the Canon 200D soon for my Daughters Youtube channel.,0.6249
now I'm confused... G7 or spend the extra hundred for an SL2? 🤦‍♀️,0.0
"Which is the best camera?
For short Film..
80d or SL2?",0.6767
"Been looking for a good budget camera to use for my YouTube videos, right now I'm using my phone. Thanks Sean! 👍🏽",0.7263
"I want it. End of the month. It will be mine oh yes, it will be mine. I'm using my iPhone 7 right now and it is great but it's time to step my game up. Thanks for the vid Sean and @thinkmedia",0.8126
"Was gonna save up for an 80D but after seeing THIS video, I might just have to get it. The 9 point focus system is killing me though. Nowhere near 45...",-0.7184
Yesssssss!!!!!!! I have been waiting anxiously for this video. Thank you so much! I love when you specify which products are good for YouTube content creators. It is beyond helpful to me as a novice.,0.9177
Thx for another great video,0.765
Sean your viedos are so good before the viedo starts i already liked it before it starts,0.7609
Thanks.,0.4404
Hi Sean which is better for vlogging. Canon t6i or 70d,0.4404
No offense but 600 bucks is not budget. 2-300 would be considered budget. And yes there are several cameras in that range which are great for you tube,0.8442
I see you use Seattle in videos a lot..do you live there?I'm getting this camera by the way asap.,0.0
"It's not a budget one here in Canada, $848",0.0
now i know what camera to get if i ever trade in my Canon SX530HS,0.0
nice review... I am so sorry my nikon lensen ... those are not used,0.2637
"Another video idea that would help me a lot is if you made on how to you do and plan , for multiple shoots in one day .",0.4019
I think this is the camera for me! Really nails all the things I want in a camera! Gonna start saving.,0.2225
Wish I have SL2 rather than 700d,0.4019
"Thx Sean, I am really considering this camera over the 80D. Just one question though, does the SL2 have a Timelapse option?",0.3612
I ended up buying this thing last week and so far its really nice for video. No 4k but focus is worth the loss imho.,-0.0396
Hey Sean! Could you please do a top 5 of flexible tripods for any budget? I really have no clue which one I should buy..,0.4241
"Can someone tell me, why a 24 megapixel camera can't shoot 4k? My phone can",0.2584
Very nice.  I just purchased a 70D after you recommended it and loving it.  The video quality and auto-focusing for video is a game changer after using the T3i for a year.,0.8313
"Can you please do a video comparing the t7i and this camera?  (A side by side video kind of comparison) Best bang for the buck between the two ? Mostly for video for Vlogs and average YouTube stuff. 1080p is good. 

Thanks.

I notice the t7i comes in a creator kit with a rode mic but I can’t find a version like that for the sl2. 
So price break down after getting the mic and gorilla pod too. 

Thanks Sean.",0.9275
Been watching for over a year now. LOVE this channel. You make it look easy ;) Looks like this might be the camera for me. Thanks again :),0.9526
"What is best camera for  100-300$ ?
FullHd, good mic and battery life.
Something that I can use for some fishing videos. At the moment Im using a GoPro.",0.7964
I could watch you non stop all day.. Great tips !,0.4926
Does the PanasonicG7 have focus feat,0.0
I got the 70D because of your recommendations! Now I'm thinking of picking up an 80D or an SL2. What do you think is better? I'm going to use it for my food review channel. ☺️,0.4926
"Awesome video! 
If I get it I'll buy from your link
How long is the shoot time on this camera before it shuts off video? For instance some canons will stop video at 15mins or so to prevent over heating.",0.2893
"Great video, Sean!  I was a previous SL1 user, who upgraded to the SL2 body the day it was released.  LOVE it for when I need to use lightweight equipment!! I recently bought the G7X Mkii because of all the hype, but returned it because the SL2 was just much better for me.  The focusing on the SL2 nails it every time with my Canon 24mm/2.8 lens.",0.8818
Is it the best I could get for YouTube,0.6369
Mine comes today thanks to your previous reviews. Thanks Sean! Excited to upgrade from my T3i! Ready to step up my new channel Things You Might Like.,0.915
I LOVED MY OLD SL1. All the 4K stuff I am not sold on just yet. I might grab this today.,0.6841
I bought the canon T6 camera without doing enough research and I hate it now bc it doesn't autofocus and it does not have a viewfinders. I am seriously thinking of buying the SL2 body. Thanks Sean for your review !!!!,-0.5673
"I bought this cam on your recommendation from a previous video that you did.  I plan on doing a channel here using it. I am happy thus far. Thank you for the great tips. I know with your tips I can crush it on my chan when its time.I also had bought the Boya lapel mic and Tackstar Shotgun mic. So I am set. I plan on taking sometime to get used to being in front of it and editing video before I make my first official post. Do you have any suggestions on editing software for beginners that have a decent looking end product? Thanks again Sean, Keep Crushing it!",0.8858
I'm sold ....thanks for the information,0.0
Talk about how to speak in front of a camera . And how to deliver the information correctly to the public,0.0
i am definitely going to buy this camera. It has all the features i need. Thanks Sean,0.6808
"Love this vid because budget is the top priority right now and with all of the main features this camera has, it's now at the top of my list to get next. 📷🎥🥇

I think Canon will do well with the SL2 in recapturing some of the consumer market they've lost to Sony & Panasonic over the past few years .",0.765
I just bought the t7i was that a good buy?!,0.4926
how does the af compare with the 70d/80d,0.0
"I love that you shared this today. I just got my SL2 yesterday and as soon as I could hold it in one hand and take a photo I said, Whee! I have the Panasonic G85, G7 and the Canon 80d. I have small hands and I wanted a camera to keep in my sling when I step out the door. I love my other cameras and each one has it's purpose, but having a small camera with all these features is amazing! ...I love your channel. Keep up the good work. It is a blessing.😊",0.9762
Its a great camera,0.6249
"Thanks again for a great video Sean. You're really motivating me to start a channel! Based on your reviews and weeks of research, I'm certainly going with the SL2 over the M3 (not ready to give up the EVF just yet). One point worth mentioning, is that although the 9 AF points seems limited, once in live-view you've got the entire screen to play with; so infinitely more AF points.

Cheers!",0.9672
is that a comica microphone?,0.0
"wow , when did it come out?",0.5859
Your videos are always helpful,0.4215
I don't think you linked the small tripod you are using?,0.0
"I love my T3i, but the Sl2  has me drooling. I did not realize how feature packed this camera was.",0.3818
Do you know if the Canon EOS M10 has that same track focus you're referring to? Or can it be set up on that camera? Thanks!,0.5502
Lol budget camera that cost 700 m8 wtf,0.1027
Looking like a great camera. I use The Panasonic HC-VX870 and th HC-X1. The only thing I miss now is a drone. Had a DJI Phantom but that stopped the engines in mid flight :(,-0.4939
👌 awesome ...,0.6249
Can you do give away...,0.0
"Hey Sean, I am looking for camera for shooting drift events and the question will be: is it enouth 60fps or I have to look to more than 60fps, my bugget is not that big only about 700€",0.0
Is it 4k,0.0
Nice video! Keep it up,0.4753
I currently shoot with a 70d.  Would it be wise to sell the 70d body and get in to this sl2 for the 60fps and smaller footprint? Or are there some features/specs that the 70d has that will Trump the quality of the sl2?,0.264
Really nice video!! 👌 Greetings from Chile :),0.8671
Bad Ass,-0.7906
"Hey Sean! I was wondering which is better for vlogging? The SL2 or G7x Mark ii
They are both within the same price range. In your honest opinion 😁",0.7574
Cool looking camera! I'll be in the market for a new DSLR soon. Thanks for the review!,0.6988
Great Starter Camera !! It's amaIng it has an EF mount to start building your lens selection! Great video,0.8772
sl2 or 750d?,0.0
"Contemplating between sl2 and mirrorless m series. If the sl2 kit lens was a 15-45, I'd get it or if the m series had a flip of screen or if the g-5x had mic input.",0.0
Awesome Budget Camera !!,0.6892
I recently subscribed to the channel,0.0
Great video brother. This camera I think should grab the attention of a lot of vloggers. I have a G7X mk II but might sell it and get this SL2. The capability to vlog and change lenses & have the duel pixel auto focus....brilliant by Canon.,0.3716
"This vs Canon 80D 🤔🤔🤔 

Please suggest 😊",0.3182
OMG I'M NOT EVEN LYING I POSTED A COMMENT 2 EPISODES AGO ASKING FOR THIS <3 THX,0.8574
Awesome once again I would love to see an M6 review I'm still stuck on witch one to choose for vlog,0.7003
why dont you get Nikon to send you a camera to compare with canon,0.0
Sounds like a really good budget camera. Being an oldskool raver even the name made me interested.,0.8122
YAYYYY FINALY U DID A REVIEW! I WILL BUYING THIS !!! Thanks Sean i hope u see this <33,0.7887
You keep talking about this particular camera and when you talk about something I HAVE to get it eventually!! I don't comment on you videos much but I love watching and learning from then too! Keep up the awesome work,0.9363
Hey can you compare g7 or g85 with this camera ?? because both come about the same price .Thanks,0.504
Nice Tips Sean! =),0.7424
I have a cannon powershot sx 150is.What do you think about it?Can I make good video with it? plz reply,0.5514
Can't wait to watch this when I get home from work!! I have had my eye on this camera since your last video on best cameras in 2017. Looking forward to the review.,0.6988
235th!,0.0
I've been holding out from buying a camera feeling like here should be another release sometime this year. This sounds perfect for me. You just did a video about budget cameras or something like that and mentioned this one and I'm convinced that this is the one for me. I do have a question. Can you mount a flash on top?,0.9136
You Replied To My question on instagram would love a follow from you sean to see where my videos and social media profiles are going well and not so well - instagram - kaidoylemusic,0.8126
"please review the canon 700
d for both video and photography i would really appriciate it 
keep crushing it",-0.0516
I appreciate the tips 😎👍,0.4019
#NotificationSquard,0.0
Damn second but first on like button,0.34
"I like ur bids 
Please make a video on Indian youtubers",0.5859
2,0.0
#Firstlike,0.0
nice vid,0.4215
#First,0.0
The D850 is better!,0.4926
Thank you so much I'm a beginner with cameras and this video helped a lot 😁😁,0.3612
No idea why these US product reviews are coming up in UK searches. Common YouTube sort it out..!,-0.3595
Which is the best of all,0.6369
Great vid a lot of work to shoot a video like this,0.6369
need a camera to take beautiful pictures,0.5994
"best 2018 really???? bro Lumix G7 is way better then Nikon D3300 & Canon Rebel T5i, even tho the D3300 does has more pixels then G7 but the G7 has 4k and 4K photo mode..... GH5 is better then all except the 5D Mark IV.... 5D Mark IV thats the only awesome camera you have on your list, the other camera's on your list is meh!! oh there are the sony cameras too like A6000 series and A7 series camera's that are also Superior to most of those cameras..",0.9754
When this was posted on 2017 and the title says 2018,0.0
Good review.  I would have liked to have seen twice as many cameras in the review.,0.6908
2:10 how tf what tf Boi. Chay-sis. Bruh what. Ya mean Cha-see?,0.0
Nikon d3300 would this do good good for kids sports? Mostly soccer and baseball? I really don’t have a big budget but my phone just doesn’t get good pictures of my kid.Thank you!,0.8127
"What’s best for recording like, Cars, nature, or anything",0.7717
Bro how is canon 700d,0.0
Where’s Pentax???,0.0
"May I shoot a feature film with aps c sensors dslr for theaters release, please reply",-0.0258
Nikon p900,0.0
"Someone please help! 
Ok so I’m getting a camera for my birthday but I can’t decide in between a (Canon SX530 HS) or a (Canon Eos Rebel T6) which one should I get for good picture quality?? Like for pictures that I can take of people modeling.",0.8736
Canon d70 or d80 for amateur /beginner pls feedback ?,0.0772
"It’s funny that you rate the 5 d mark 4 the best, when most all professionals on YouTube rate it one of the worst.",0.4588
That Logic-Come Up in the background. Nice,0.4215
Whats the best camera that i can get for video and photografhy. Buget is 1000 to 1200 euros,0.6369
"Brilliant video, amazing footage..thanks",0.8225
Woah where’d you take that time lapse of the forest in the fog?,0.0
"Which lense did you use with 5d mark iv, the images are very sharp and beautiful",0.6326
Plz mention the lenses you used with these cameras,0.0772
lowest price for good photos and videos camera?,0.0772
"Canon Eos 70d is the best, the colors are Amazing. Sony colors seem dead.",0.5719
"Why does it have to be either Canon or Nikon? I have a Canon 70D, and though it does better video than my Pentax K5, it's much noisier at higher ISOs than my Pentax and I have focusing issues with photography, but not the video. Olympus is really making great leaps on the DSLR market and came out with a mirrorless camera that shoots great photos and does 4k video. I'm seriously considering investing in one in the near future.",0.9329
Great video!,0.6588
"Does anyone know prices?

Nikon D3300
Canon rebel t5i",-0.1531
"""chasis""",0.0
Hey guys. I love photography and im planing to buy my first DSLR.. Can you tell onde that is good but with not a very high price? Thank you all for the time :),0.9041
I have  800 dollars which will be the best for photography,0.6369
chassis rhymes with classy,0.4404
What about D5200 ?,0.0
Panasonic GH5 should have been in Top 5 for 4k at 60FPS.,0.2023
Someone can buy for men :) :* :( or giveaways i cant even afford .. 20$ :(,0.1779
Nikon D3400 and Canon T5i are at the same price now. Which one would you recommend?,0.3612
"if you just want photos go for a nikon d3 or 1d mark 4, that shit is epic and cheap. (and can also shoot video)",-0.6908
i can't believe that choosing a dslr is harder than math lol,0.4215
Can someone tell me a good dslr for photography and recording. It needs to have good auto focus and all that. My budget is $1000,0.7003
"whew!  i have brain-ache!  too fast for me, and i there was quite a lot i didn't catch! however,  i think i got the gist of the cheaper cameras, which i was mainly looking for!  thanks.",0.6209
Nikon D850   game over man,0.0
"sony a7sii , Canon EOS 70D or Canon EOS 5D Mark III ? Not sure what to get , need it for photography and vlogging",-0.2411
*The CHASE US ?  C'mon man it's said as Chassi*,0.0
"i was looking for a camera for photography, i heard Canon are the best ones? Can someone recommend something please? i dont kow much about cameras what should i be looking for in a camera? My budget is £400/£500.",0.8604
"Can anyone tell me which cam will be good for both photography and recording ?? 
Please reply !!!!",0.7736
Give me a dslr in giveaway please,0.3182
"Hello. As a 17-year-old student without a job yet, I can only buy the first two XD",0.6739
I need a DSLR camera for photography & videography both are good. which one should I buy?,0.4404
Nikon5600 or canon eos 80d?? Feedback plz,0.168
"Nice video, yet I bet you could get much more views if you make a better thumbnail. - a new subscriber (1 min ago)",0.6908
Nice review...,0.4215
what camera is the best for photoshoot??,0.6767
Very very good video.,0.5379
Sponserd by Nikon!!,0.0
does d of camera mattets while buying,0.0
"I'm looking for the newest camera on the market that's great for videos / pictures especially at night since I throw parties. Anything that's less than 1,000 or at the most 1,200 , any suggestions ?",0.7783
I need a good camera for photography. Should I go for the Nikon D3300 or the Nikon D3400? Feed back pleasee!,0.4926
"I just sold my 7D, 50mm STM, and Sigma 17-50mm F/2.8.   Too much noise even in Low ISO and having problems with the 7D in general.  I've been using Canon since 2005. After doing some research, I'm thinking of going with the D3400.  The color and contrast look so much better.  And the prices are very good.  I haven't made the purchase yet, but I'm almost there.  Still considering a couple other options, but the D3400 looks like a tough choice to beat.  I also would prefer an all prime setup, or maybe the 18-55mm along with a couple primes.",0.5083
D5,0.0
"I'm looking for a camera that's good for photos, video and has a quite auto focus but I need on $1000 and under :(",-0.4404
That logic beat tho 😍😂😂😂❤️ratpac,0.0
"hi, love the video and color, can you please do a tut for the color grading
thanks",0.8555
I am planning to purchase a dslr camera. but im so confused. i like the articulate screen. so which is a budget camera that gives good qualty pics n is value.for money at the same time,0.547
"Hey dude, I like your video, but can you slow your words down a bit. With all that information you give, it is hard to process before you move onto the next feature, especially when you are a beginner and not really familiar with cameras.",0.0387
What DSLR camera is best for photography that's preferably less than 800,0.6369
awesome work 😀,0.6249
hey.. what about Nikon D5200? actually I wanted a camera for both Photography and video shooting (also for vlogging)... I was confused between Canon Rebel T5i and nikon D5200! D5200 is cheaper where I live and the reason why I considered it as an option is because of its better low light performance and 1080p at 60 fps! whats your opinion on this? please reply.,0.3546
am starting a photo site. what is the best camera for me. I go to party an take photos.?? what is the best camera,0.9092
Great video,0.6249
I think that the Nikon d3400 is the best camera ever and I don't have it,0.6369
can any one tell me what should i gonna check in used canon t3i/600d,0.0
G85 blows them all away,0.0
what about canon 1300 d,0.0
